id,class
82535,normal
24537,attack
122965,normal
1030,normal
45132,normal
72777,normal
63406,normal
7571,normal
66934,attack
79490,attack
46422,attack
44582,normal
56650,attack
51251,normal
116409,normal
125919,normal
71206,normal
42242,normal
123750,normal
122596,normal
109190,attack
9923,attack
56493,attack
3400,attack
38904,attack
55984,normal
81695,normal
85646,attack
464,normal
108751,attack
41657,normal
117005,attack
6232,attack
9282,normal
50195,attack
20012,attack
122328,normal
62847,normal
103174,normal
40439,attack
60755,normal
52177,attack
17928,normal
120005,normal
84090,normal
1070,attack
122821,normal
8969,normal
81820,normal
88245,attack
47438,normal
54021,attack
110150,normal
48346,attack
28948,attack
93581,normal
92092,normal
23878,attack
77764,attack
35050,attack
55516,normal
94367,normal
91225,normal
44196,attack
104433,attack
92869,attack
66131,normal
44108,attack
115886,attack
13834,attack
83196,normal
7992,normal
83912,normal
79522,normal
91893,attack
96373,attack
98879,attack
113014,attack
82184,attack
59369,attack
45739,normal
27377,attack
28162,normal
2794,attack
34339,attack
64896,normal
32781,normal
68520,attack
102125,normal
6353,attack
86124,normal
60761,attack
22583,attack
27199,attack
75111,attack
84994,normal
8541,attack
77902,normal
79012,normal
22,normal
15873,attack
29705,normal
113959,normal
17672,attack
26860,attack
74480,attack
102588,normal
77319,normal
23890,attack
78831,attack
20346,normal
41137,normal
118123,normal
43008,normal
58205,attack
23025,attack
55886,normal
117074,normal
47805,normal
20051,attack
30006,attack
1223,attack
82298,attack
69054,normal
96133,normal
17229,normal
81155,attack
101242,normal
27919,normal
125498,attack
65505,normal
124827,attack
71402,attack
60457,attack
115288,normal
115731,attack
81177,normal
76495,attack
64673,normal
77391,normal
76291,attack
14382,normal
114432,normal
87583,attack
72595,normal
81325,normal
112649,attack
33409,attack
2634,normal
113408,normal
13915,attack
103795,attack
108167,normal
121,attack
95370,attack
63810,normal
76971,attack
94735,normal
45260,normal
26320,attack
84212,attack
11767,normal
26810,normal
104427,normal
6127,attack
39093,normal
35441,attack
98479,normal
112192,attack
18939,normal
19172,normal
85746,normal
98104,attack
71619,normal
108836,normal
122332,normal
26540,attack
123022,normal
71273,normal
8218,normal
86037,normal
120972,normal
1341,normal
64752,normal
52136,attack
18325,attack
94150,normal
9091,normal
30104,attack
18633,attack
99607,attack
28353,attack
88274,normal
55909,normal
4215,attack
100630,normal
38082,attack
10641,normal
71164,normal
78458,normal
75236,attack
84634,attack
87021,attack
32932,normal
77942,normal
101040,attack
30989,attack
42005,normal
64269,normal
26742,attack
4822,attack
29161,attack
21813,normal
21346,attack
78848,normal
99384,attack
116367,normal
14616,attack
93010,attack
65426,normal
30940,normal
60581,normal
2445,attack
69320,normal
5808,attack
49758,attack
51356,normal
116777,normal
116245,normal
73788,attack
74295,attack
102238,normal
69665,normal
41447,normal
94421,attack
13869,attack
4563,attack
75539,normal
72052,attack
36604,normal
8300,normal
103973,attack
4386,normal
6893,normal
32413,normal
10221,attack
45879,normal
50867,normal
20046,attack
83574,normal
16191,attack
75798,attack
22549,attack
74812,normal
49692,attack
43771,normal
50154,attack
117210,normal
28295,attack
85043,attack
49298,normal
116835,normal
68277,attack
73350,normal
114135,attack
4732,normal
58833,normal
70831,normal
100721,normal
20023,normal
94998,attack
78063,normal
121776,attack
134,attack
56629,normal
8951,attack
2572,attack
112299,attack
42802,normal
48070,normal
119006,attack
73116,attack
1431,attack
124585,normal
65531,attack
5127,attack
107376,attack
83444,attack
96327,normal
81783,normal
12586,attack
85551,attack
110650,normal
110011,normal
18792,normal
18669,normal
18034,attack
110898,attack
22935,attack
23114,normal
103111,attack
39618,attack
99310,attack
46265,attack
3341,normal
74833,normal
3171,attack
15810,attack
43936,attack
117103,attack
54768,attack
46796,normal
110460,normal
38515,normal
86663,normal
17263,attack
101038,normal
9623,normal
122493,attack
15561,normal
96317,attack
3210,attack
16267,attack
108784,normal
17228,normal
101683,attack
125879,attack
118467,normal
54113,attack
83361,normal
46166,attack
18378,normal
73015,normal
1582,attack
46235,attack
124351,normal
111784,normal
730,normal
65290,normal
86701,attack
33728,normal
116912,attack
70233,attack
46443,attack
58333,attack
59210,normal
120237,attack
42668,attack
15513,normal
33116,attack
78512,normal
70356,normal
3771,normal
2392,normal
42384,attack
115201,normal
66344,attack
64520,normal
2170,normal
97277,attack
17336,attack
57053,attack
106103,normal
54760,normal
93853,normal
21130,attack
66854,normal
71788,normal
58085,normal
55045,attack
57859,attack
53071,attack
23051,attack
13633,attack
41737,normal
12089,attack
73283,attack
120796,attack
106005,attack
46761,attack
27019,attack
28022,normal
102751,attack
36704,normal
115667,attack
120797,normal
36497,attack
4617,normal
60728,normal
43664,attack
53228,attack
98612,attack
110785,normal
79333,normal
21480,normal
65265,normal
41951,attack
21244,attack
77789,attack
108713,normal
111510,normal
35500,attack
102927,attack
53948,attack
10943,attack
19629,normal
85303,normal
47712,attack
86403,normal
85609,attack
22614,attack
55220,normal
116537,normal
61542,attack
40752,normal
83717,normal
23753,attack
119520,normal
17551,normal
20872,attack
64220,attack
28680,attack
10472,normal
63884,normal
118014,attack
92362,normal
32487,attack
102060,normal
44361,normal
21336,normal
69114,attack
22337,normal
47157,attack
119913,normal
68914,normal
93300,normal
28383,normal
121639,normal
39834,attack
53888,attack
8421,normal
64252,normal
39649,attack
16256,attack
63429,attack
6416,attack
65988,normal
104167,attack
7998,attack
108955,attack
70462,attack
63291,attack
12065,normal
98665,attack
94813,normal
119830,attack
102845,normal
31842,normal
92701,attack
68537,normal
71633,normal
46771,normal
17033,normal
3753,normal
88385,attack
94138,normal
125118,attack
19818,normal
82438,attack
36572,normal
124113,attack
47400,normal
112195,normal
93713,normal
1857,normal
57051,attack
46961,attack
14697,normal
95228,attack
3163,normal
56660,normal
49947,attack
48796,normal
50498,attack
119892,normal
4162,attack
71322,attack
103320,normal
113427,normal
114110,attack
115299,normal
97328,attack
59961,attack
32397,attack
89888,normal
630,normal
60808,normal
106499,normal
44873,attack
101197,attack
25102,normal
68522,normal
48682,normal
19437,normal
11230,attack
121069,attack
106145,normal
56178,attack
81355,normal
8439,normal
99549,attack
123969,attack
18089,normal
112736,normal
49548,attack
95997,attack
106432,attack
50826,attack
24466,normal
10461,normal
40227,attack
81678,normal
61002,normal
120903,normal
1086,normal
107939,normal
24791,normal
10448,attack
26268,attack
3073,normal
67923,normal
105933,attack
76850,attack
106834,normal
90956,normal
85671,attack
21724,attack
85523,attack
75077,attack
2265,attack
19371,attack
102408,attack
105658,normal
39238,normal
45520,normal
24613,normal
86303,normal
97857,attack
71305,normal
60429,normal
55011,attack
125577,normal
28779,attack
99597,attack
52430,normal
105382,normal
154,attack
27436,normal
30607,normal
18946,normal
115843,normal
42912,attack
120335,attack
122126,normal
42771,attack
77179,attack
118930,attack
43215,attack
98400,normal
52345,attack
67797,normal
125366,attack
50425,attack
83662,normal
27485,normal
41205,attack
49951,normal
82330,attack
91994,attack
104163,normal
125878,attack
43280,attack
4765,normal
4755,normal
55428,attack
14661,attack
23763,normal
76721,attack
24550,normal
42184,attack
119227,attack
75839,normal
34574,normal
24712,attack
12183,attack
16040,attack
70219,normal
86186,normal
31026,normal
17057,normal
120778,attack
106788,normal
96381,attack
47297,attack
1353,attack
3112,normal
78625,normal
65605,normal
93294,normal
7615,normal
28132,normal
117651,normal
114797,attack
114965,attack
124730,normal
23328,attack
33700,attack
92835,attack
32531,normal
118853,attack
74582,attack
2953,normal
3304,attack
65772,attack
96636,attack
19693,attack
112253,normal
74685,normal
23560,attack
15945,normal
18298,normal
108494,attack
97445,attack
96176,attack
72390,attack
85807,attack
36959,attack
80846,normal
39185,normal
115927,attack
113538,attack
107124,normal
44534,normal
123630,attack
74840,attack
57175,normal
33374,attack
71271,normal
22233,normal
115705,normal
59628,normal
83700,attack
81624,normal
85351,attack
36743,normal
74575,normal
75949,attack
90946,normal
57988,attack
116567,attack
39972,normal
23813,attack
39346,normal
64506,normal
81735,normal
22368,attack
32877,attack
85419,attack
122415,normal
43558,normal
35005,attack
98988,normal
64993,attack
78631,attack
22598,normal
95272,normal
94415,normal
85547,attack
117311,normal
76140,attack
116066,attack
95985,normal
57816,normal
37158,normal
44859,normal
94871,normal
119626,attack
105712,attack
16333,normal
36630,attack
52057,normal
99945,attack
20123,normal
47011,attack
57612,normal
90695,normal
89718,normal
100069,attack
115235,normal
27137,attack
57000,attack
67426,attack
108177,attack
68546,normal
54092,normal
125539,attack
58625,attack
5600,attack
22552,attack
119576,attack
95897,attack
24719,attack
62300,normal
50318,attack
82840,attack
122669,attack
114145,normal
104025,normal
44322,normal
13891,attack
100755,attack
43477,normal
54525,attack
50280,attack
71756,normal
101295,attack
16477,attack
109143,attack
86619,normal
66369,normal
113319,normal
89961,normal
107755,attack
10796,normal
62826,normal
25765,attack
29725,attack
8578,attack
123878,normal
115263,normal
123157,attack
93723,normal
2464,attack
113328,normal
122236,normal
17894,normal
87717,attack
97842,attack
73322,normal
49043,attack
14886,normal
15308,normal
32689,attack
93611,attack
61498,attack
120526,normal
115271,attack
122622,normal
1283,attack
35106,normal
38530,normal
58716,attack
43572,attack
8237,attack
97858,normal
86509,attack
38895,attack
105708,normal
71107,normal
102252,normal
77570,attack
12270,attack
8691,normal
17335,normal
19993,normal
80027,attack
99003,attack
123841,normal
53591,normal
85195,normal
32713,attack
43261,normal
58768,normal
8629,attack
67296,normal
125685,normal
22523,normal
53126,normal
3041,normal
23373,normal
124681,attack
95595,normal
31542,attack
80510,normal
11409,attack
31525,attack
117883,normal
118207,attack
109433,attack
68284,attack
110038,attack
39002,attack
119776,normal
56740,attack
74589,normal
81770,normal
62606,normal
24562,attack
6104,normal
76269,normal
72885,normal
22050,normal
50443,attack
17828,attack
113282,normal
37307,normal
21122,attack
32053,attack
55600,attack
6189,attack
631,attack
54892,attack
86758,normal
47391,normal
78536,attack
99509,attack
105493,attack
103533,attack
53893,normal
14257,normal
1535,attack
20129,normal
14417,attack
37605,normal
16754,normal
123916,attack
125423,normal
103134,normal
57507,attack
50598,normal
28451,attack
48109,attack
107595,normal
54968,attack
23187,normal
9268,normal
36341,attack
101027,normal
75559,normal
100281,attack
89086,normal
120875,attack
914,attack
112338,normal
117376,normal
115934,normal
28784,normal
6270,normal
95638,attack
116614,normal
6046,normal
65776,normal
65091,normal
121573,attack
48867,normal
71833,attack
44558,normal
82883,normal
29484,normal
113510,normal
3227,normal
53656,normal
105806,normal
62061,attack
21821,attack
35826,attack
24741,normal
54813,normal
106962,normal
123528,normal
122442,normal
52686,attack
7794,attack
121373,normal
77007,normal
32787,normal
93870,attack
89084,normal
81320,attack
27999,attack
25199,normal
60171,normal
98899,normal
122773,attack
34894,normal
52024,normal
97553,normal
43372,attack
7695,attack
481,attack
3930,normal
71532,attack
94709,normal
54072,attack
27527,attack
43923,attack
46758,attack
75127,normal
43499,attack
62585,attack
61225,attack
97432,normal
63186,normal
52324,attack
116825,normal
11291,normal
89212,attack
87720,attack
119977,attack
82758,normal
19035,attack
105021,normal
16612,attack
32540,normal
54871,attack
23382,attack
65052,normal
32780,normal
101313,normal
15047,normal
107698,attack
77549,attack
58998,attack
89198,attack
50866,attack
36188,normal
76803,normal
46505,normal
13347,normal
100685,normal
11869,normal
65900,attack
124903,attack
6872,normal
64897,normal
123869,normal
42085,attack
99815,normal
88466,attack
36172,attack
37316,attack
4868,attack
115217,normal
88321,normal
106955,normal
110095,normal
47492,normal
125515,normal
32821,normal
65369,normal
3743,normal
97024,normal
71531,attack
118970,attack
69568,normal
117837,attack
14046,attack
103149,attack
43801,normal
75283,normal
54645,attack
30338,normal
109156,normal
11209,normal
102924,attack
116883,normal
79935,attack
60979,attack
121097,normal
119244,normal
48636,normal
31415,normal
110287,normal
109867,normal
16586,attack
11357,normal
73972,attack
81253,attack
122876,attack
11447,attack
69815,normal
65984,attack
90055,attack
101226,attack
87692,attack
112864,normal
74735,normal
84915,normal
14002,normal
46325,normal
67694,attack
72687,attack
11974,normal
66989,normal
78919,attack
5328,normal
12299,attack
22130,normal
8023,attack
35370,normal
110630,attack
33800,normal
104129,normal
4116,normal
27925,attack
105480,normal
57604,normal
35614,attack
84759,normal
59754,attack
47206,attack
21178,attack
116859,attack
82853,normal
62304,attack
84811,normal
79462,normal
32730,normal
19452,normal
113894,attack
54598,normal
26279,attack
53720,attack
84285,normal
55304,attack
66056,normal
29287,attack
90255,normal
92958,attack
123069,attack
35336,attack
66747,normal
94495,normal
27148,normal
68008,normal
103084,normal
55439,normal
111299,normal
87966,normal
91410,attack
67400,attack
39419,normal
49706,attack
97269,attack
42114,normal
76823,normal
46625,attack
68884,attack
38467,attack
61605,normal
15757,attack
89944,normal
80500,attack
6805,attack
86224,attack
103881,attack
104127,attack
14535,normal
14103,attack
12716,attack
84358,normal
75270,attack
78497,normal
53622,attack
33857,normal
102051,normal
77384,normal
19820,normal
114166,attack
14627,normal
18398,attack
75119,normal
71870,attack
70619,attack
98118,normal
64514,attack
70186,attack
81649,attack
104119,normal
1244,normal
120501,normal
97766,normal
115773,normal
2676,attack
16816,normal
34090,attack
73713,normal
83166,normal
47428,normal
29354,attack
120052,attack
15601,normal
5764,attack
111553,attack
62079,attack
47481,attack
15602,normal
32956,attack
106502,attack
27981,normal
40158,normal
71083,attack
125263,normal
20184,normal
17001,attack
57082,attack
22374,attack
20035,normal
68027,normal
114041,normal
92979,normal
68135,normal
123337,normal
101584,attack
42804,attack
48429,normal
17679,attack
48,attack
123277,normal
38495,attack
3465,attack
14284,normal
23698,attack
8806,attack
101266,normal
38914,attack
34637,attack
25943,normal
122040,normal
23735,normal
89606,attack
101144,attack
2301,normal
122807,normal
88227,normal
23458,attack
51207,normal
120690,normal
116774,normal
16254,attack
122404,normal
69068,normal
8342,normal
108730,normal
110250,attack
52032,normal
114567,normal
61830,attack
6008,normal
59654,normal
61129,attack
73627,normal
124920,attack
94490,attack
76533,attack
105683,attack
28898,attack
77118,normal
119895,attack
93808,normal
120045,attack
16948,attack
59617,attack
71097,normal
115776,normal
93334,attack
114659,attack
123394,normal
21982,normal
98516,attack
110173,normal
120272,attack
8354,attack
20634,normal
78481,normal
87080,attack
42545,attack
116945,attack
39829,normal
36163,normal
2917,attack
23726,normal
65524,attack
12681,attack
84733,attack
179,attack
58836,normal
97387,normal
48451,attack
90736,attack
68016,attack
82166,normal
116565,normal
40093,attack
50680,normal
75378,attack
67207,normal
117928,normal
51125,normal
31259,attack
5380,attack
92506,attack
80469,attack
81471,attack
42070,attack
101802,normal
59929,normal
58481,normal
85130,attack
53214,normal
45387,attack
85580,attack
14637,normal
113914,attack
94420,attack
22383,attack
44937,attack
8184,attack
2280,attack
50314,attack
56411,attack
103006,normal
21479,attack
90989,normal
5567,attack
121092,attack
13132,attack
13058,attack
10018,attack
95727,attack
95418,normal
98585,attack
101116,normal
111422,normal
38462,normal
100433,normal
81596,attack
37561,attack
71838,attack
42124,attack
43054,normal
49053,normal
44143,normal
83230,attack
9896,attack
56908,normal
119328,attack
10838,normal
24725,attack
71771,normal
64709,attack
63262,normal
61583,attack
123409,normal
106823,normal
58883,attack
3049,attack
12643,normal
16760,normal
46819,normal
33708,normal
105367,normal
35222,normal
74310,attack
74559,attack
107578,normal
64850,attack
108947,normal
66209,normal
91554,normal
96024,normal
70426,normal
55903,normal
51208,normal
26909,normal
60513,normal
6788,normal
48757,attack
20666,attack
7389,normal
100571,attack
3791,attack
53611,attack
46867,attack
28645,normal
59513,normal
639,normal
25771,normal
38927,attack
5518,normal
6834,attack
28750,normal
28921,attack
45014,normal
54270,attack
97134,normal
91016,normal
100846,normal
62984,normal
111215,normal
40374,attack
7213,attack
91648,attack
6279,normal
49883,attack
18870,normal
78010,attack
71555,attack
120912,attack
50442,attack
35159,attack
124952,attack
4461,normal
11598,attack
38908,normal
13366,attack
101213,normal
115334,normal
52659,normal
28832,normal
125851,normal
68110,attack
56534,normal
69135,normal
92498,normal
106486,normal
100978,normal
122935,attack
13746,attack
55823,attack
43021,attack
48463,normal
13590,normal
122342,normal
109747,attack
93973,attack
74313,attack
18137,normal
84891,normal
94045,normal
91670,normal
61687,normal
13738,attack
45413,normal
96578,normal
8397,normal
648,attack
22492,attack
33644,attack
31969,attack
101009,normal
69407,attack
99029,attack
23278,attack
26502,attack
24378,normal
18403,normal
51547,normal
114114,attack
31708,normal
96514,normal
53173,attack
18659,attack
12889,normal
105065,attack
111506,normal
62799,normal
94807,attack
97969,normal
61167,normal
50227,normal
118484,normal
87337,normal
15813,attack
15307,normal
69404,attack
122010,normal
11538,normal
29676,normal
79846,normal
55414,attack
46701,attack
88923,normal
53750,normal
109510,normal
118641,attack
68235,normal
41742,attack
12646,normal
20142,attack
10269,attack
17235,normal
3970,attack
27327,attack
30668,attack
81487,normal
103076,attack
114266,attack
4771,normal
70713,normal
124362,attack
112720,normal
73134,normal
15709,attack
45306,attack
35853,normal
22904,normal
113455,attack
42692,attack
9718,normal
63212,attack
76943,normal
108500,attack
52390,attack
64404,attack
109128,normal
26514,normal
91204,normal
121044,attack
112961,normal
52821,attack
18226,normal
76610,attack
106426,normal
102582,normal
68607,attack
85400,normal
124412,attack
17207,attack
66983,normal
113817,attack
47369,normal
4706,normal
40068,attack
31308,attack
7547,normal
110099,normal
125114,attack
57387,normal
91556,attack
77397,attack
85390,normal
100280,normal
114892,normal
40922,normal
88965,attack
14055,attack
27619,normal
36597,attack
52011,normal
65328,attack
90027,normal
13646,attack
117396,attack
16990,normal
51366,attack
114739,normal
22209,normal
13015,normal
110694,normal
5089,attack
20843,normal
45116,normal
6039,normal
113581,normal
6516,attack
118984,attack
111126,attack
65344,normal
14255,normal
46461,normal
87695,attack
67976,attack
113730,normal
99015,attack
86969,normal
1042,attack
112503,normal
53064,normal
112337,normal
117678,normal
5799,normal
36826,normal
38732,normal
9711,attack
108383,attack
68896,attack
107375,normal
27006,attack
46415,normal
53837,normal
57879,normal
85863,attack
71554,normal
4475,attack
18331,normal
125196,normal
54253,normal
40478,normal
61243,attack
91632,normal
51035,normal
106995,normal
24277,attack
38150,attack
111076,normal
24406,normal
92603,normal
120937,normal
57101,normal
112717,attack
58711,normal
3385,normal
120888,normal
85865,normal
78013,attack
47809,attack
92281,attack
55507,attack
15844,attack
112842,attack
28918,attack
77740,attack
93674,normal
86776,attack
122462,normal
30406,attack
12737,attack
117429,normal
43888,attack
40232,attack
106436,normal
108469,normal
58295,normal
66025,attack
8027,normal
66594,attack
65607,normal
87940,normal
122614,attack
61504,normal
68717,normal
30743,normal
3812,attack
117320,normal
112301,normal
80807,attack
103017,attack
77008,attack
116607,attack
52717,normal
17660,attack
71507,normal
10208,attack
34616,normal
37368,attack
23020,normal
68510,attack
53914,normal
20258,attack
101944,attack
99556,normal
23209,normal
104026,attack
35411,normal
92289,attack
28828,normal
75431,attack
88505,attack
43523,normal
20148,normal
40994,attack
88645,attack
115023,attack
12803,normal
22196,normal
11630,normal
121315,attack
30068,normal
11689,normal
62022,attack
85741,normal
73805,attack
27294,normal
56012,normal
123747,normal
878,attack
107949,normal
6005,attack
7729,normal
10619,normal
124795,attack
51904,normal
79116,attack
110170,attack
53941,attack
103943,normal
55143,attack
96131,normal
41142,attack
86453,attack
69756,attack
111052,normal
76899,attack
62155,attack
10706,normal
82992,normal
80098,attack
119663,normal
114813,attack
59596,normal
68249,normal
88825,normal
30960,normal
6864,attack
95367,attack
67652,normal
109154,normal
28158,attack
21820,normal
86653,normal
31084,attack
30631,normal
22679,normal
79503,normal
72909,attack
36611,attack
53259,normal
124532,attack
70408,attack
83874,attack
117554,normal
11965,normal
4263,attack
33990,attack
72622,attack
57073,attack
67210,normal
109717,attack
71962,attack
53630,normal
71484,normal
77279,attack
70217,normal
40927,normal
63440,attack
49778,attack
13304,normal
89547,attack
68663,normal
58164,attack
89104,normal
66446,attack
20179,normal
23146,normal
34500,attack
96647,normal
67373,normal
8302,normal
47537,normal
49617,normal
8295,attack
6121,normal
68642,normal
100857,attack
58652,attack
81414,attack
104205,attack
17902,attack
61222,attack
105639,normal
60021,attack
60974,attack
75015,attack
23356,attack
41497,normal
12079,normal
39960,attack
43072,normal
122966,normal
21541,normal
15768,normal
523,normal
44572,attack
87928,attack
79372,attack
94745,normal
109115,normal
38718,attack
51290,normal
101177,attack
56207,normal
83811,normal
67080,normal
90183,attack
86784,normal
48008,attack
86181,normal
79947,normal
68385,attack
67978,attack
61833,normal
45389,attack
124343,attack
75809,attack
3806,normal
59343,attack
103021,normal
101754,attack
62778,normal
106008,normal
7269,attack
92102,normal
67922,attack
119750,attack
88111,normal
107089,normal
85466,attack
98929,normal
78808,attack
30863,normal
19056,attack
33782,attack
26056,normal
105976,normal
70795,attack
50561,normal
39206,attack
31814,normal
69077,attack
54931,normal
20058,attack
93708,normal
90132,attack
6894,normal
25781,normal
33859,normal
87050,attack
80554,normal
89822,normal
57674,normal
42061,normal
92449,normal
43009,attack
49594,attack
110401,attack
3572,attack
108052,attack
102605,normal
114313,attack
97473,attack
71383,normal
110346,normal
89767,normal
47348,normal
73026,attack
3634,normal
6004,attack
120933,normal
4010,attack
84409,attack
6619,normal
113873,attack
2889,attack
63556,attack
50181,normal
72492,attack
93453,attack
78645,attack
85784,normal
117286,attack
32294,attack
81373,attack
63229,normal
57864,normal
18417,normal
102706,normal
29728,normal
53322,normal
7984,normal
34887,normal
60299,normal
56556,normal
1404,attack
7335,normal
6106,attack
40409,normal
91691,normal
74025,attack
20214,attack
30004,attack
45158,attack
65457,attack
113746,normal
98379,normal
100979,attack
69517,attack
9710,attack
40142,normal
3347,attack
125683,normal
53639,normal
81865,normal
44005,attack
27518,normal
66354,normal
79253,attack
72111,attack
21403,attack
118587,normal
25302,normal
23563,normal
122260,normal
30150,attack
60604,normal
24827,normal
123576,normal
92351,attack
10647,attack
74005,normal
29357,normal
110558,normal
97170,normal
32196,normal
75393,normal
24672,normal
93089,attack
114801,normal
48476,normal
45951,attack
54667,normal
64762,normal
114835,normal
115257,attack
113794,attack
10974,attack
105748,normal
15168,normal
54748,normal
14044,attack
50467,attack
84770,attack
68817,attack
7897,normal
64916,normal
108651,attack
52191,attack
69575,normal
123879,attack
15430,attack
85512,attack
98166,normal
31006,normal
80832,attack
38103,normal
109192,attack
114222,normal
104073,normal
120744,normal
28850,attack
44466,attack
26033,normal
24894,attack
79178,normal
73752,attack
112028,attack
108795,attack
84331,normal
73087,normal
49255,attack
2738,attack
40240,attack
105602,attack
59072,attack
44281,normal
33888,normal
109792,attack
34530,normal
20873,normal
32907,normal
62413,attack
45891,normal
41404,attack
92422,attack
81249,normal
89845,normal
61173,attack
125344,attack
85552,normal
85953,normal
76370,normal
67578,normal
93209,normal
113638,normal
87926,normal
71955,attack
55217,normal
122395,normal
102202,normal
38238,normal
114374,attack
80562,normal
39063,normal
36201,normal
81683,normal
7554,attack
25187,attack
30023,normal
9652,attack
85636,normal
59688,attack
2471,normal
96022,normal
81873,attack
48162,attack
22080,normal
66599,normal
96672,normal
4946,normal
44956,normal
70148,attack
39288,normal
50071,attack
74970,normal
86442,normal
87099,normal
60055,attack
119206,normal
82897,attack
16519,attack
41272,normal
24505,normal
70493,attack
97235,normal
33906,attack
104897,normal
74720,attack
119008,normal
89956,attack
95549,attack
67994,normal
72512,normal
95034,normal
20427,normal
35402,normal
67150,normal
6759,attack
116495,attack
38864,attack
1412,attack
18100,normal
66576,normal
43586,normal
113351,normal
4721,attack
76631,normal
61709,attack
103764,normal
61903,attack
71826,attack
42430,attack
8093,attack
49267,normal
99400,attack
93012,attack
68032,attack
24444,attack
59478,normal
67544,attack
61060,attack
34702,normal
21995,normal
59109,normal
45555,attack
76832,normal
95921,normal
35359,attack
123560,attack
83228,normal
18127,normal
43750,attack
35393,normal
72825,normal
81415,normal
11549,attack
61233,attack
70928,attack
112471,normal
40222,normal
91067,attack
69010,normal
27708,attack
76360,attack
84063,normal
108348,normal
121779,attack
53935,normal
3494,attack
30193,normal
125317,attack
78053,normal
21107,attack
108363,normal
117766,normal
27773,attack
106816,attack
31390,normal
33102,attack
90985,attack
111262,attack
46604,normal
114883,normal
74143,normal
55547,attack
125553,normal
39532,attack
30518,normal
64171,attack
92901,attack
25986,normal
103920,normal
74481,normal
92895,normal
111542,normal
96747,normal
29027,normal
70762,normal
65090,normal
38783,normal
48723,attack
123890,normal
60729,normal
112935,attack
54441,attack
88675,normal
72417,attack
51323,normal
25499,attack
5362,attack
81243,normal
106996,attack
68469,normal
70604,normal
112186,normal
124568,normal
63457,attack
14937,normal
52945,attack
19548,normal
52814,normal
28431,normal
34320,normal
6602,attack
123102,normal
121698,normal
116123,attack
8067,normal
3022,normal
87112,attack
24796,normal
92571,attack
102208,normal
12286,normal
51416,normal
31938,attack
57820,normal
6654,normal
59095,attack
2928,attack
120384,attack
95378,attack
14065,attack
80123,normal
15711,attack
84771,normal
92330,attack
26335,attack
72903,attack
4730,normal
28258,attack
102151,normal
90947,normal
92712,normal
6460,attack
79341,normal
87526,attack
4251,attack
82245,attack
56780,normal
68956,normal
62163,attack
70170,normal
124887,attack
77932,normal
83495,attack
110198,normal
21515,attack
39471,normal
67852,attack
95358,normal
6875,normal
62515,normal
17452,normal
76997,attack
51275,normal
105026,normal
70286,attack
105997,attack
90029,normal
54098,normal
17489,normal
66646,normal
35634,normal
84296,normal
108226,normal
47334,normal
57160,attack
56582,attack
88521,attack
92327,attack
28743,attack
8882,attack
61302,normal
52028,attack
124367,attack
6579,attack
99247,normal
88652,attack
42416,normal
89742,attack
89150,normal
61806,normal
70500,normal
114051,normal
65651,attack
74766,normal
79163,normal
44244,normal
125184,attack
98766,normal
81522,normal
83357,normal
37560,normal
13711,normal
103760,attack
107998,attack
90460,normal
107765,attack
114577,normal
122392,normal
44445,normal
124256,attack
97997,normal
81817,normal
83639,normal
27930,attack
124988,attack
26137,attack
74032,attack
106068,normal
72689,attack
119625,attack
88844,normal
69278,normal
42121,normal
118143,normal
41287,normal
4163,normal
8540,attack
15950,attack
46201,normal
4385,attack
109865,normal
110218,normal
44106,normal
84167,attack
97585,attack
24468,normal
46596,normal
16161,normal
124168,attack
110863,attack
31348,normal
119796,normal
92932,attack
95162,normal
31135,normal
5581,normal
60811,attack
59800,normal
72064,attack
101972,attack
92865,normal
97438,normal
9583,normal
3658,attack
54833,normal
68836,attack
124600,normal
6058,attack
82953,normal
70187,normal
62386,normal
110645,normal
73997,attack
105170,attack
64215,attack
3978,attack
74042,normal
27972,normal
70292,attack
9228,attack
125324,normal
58182,normal
9825,normal
38345,attack
101958,attack
8778,normal
68033,normal
69236,normal
38671,normal
53353,attack
22145,normal
47429,normal
110366,normal
24600,normal
95426,attack
99761,normal
49654,attack
82768,normal
67732,normal
29172,normal
47468,attack
108964,normal
109965,attack
23628,normal
55597,normal
119812,normal
15593,attack
79224,attack
39095,normal
118374,attack
97709,normal
70929,attack
100709,normal
72884,normal
51832,normal
79740,attack
93802,normal
15953,attack
56853,normal
30237,attack
70093,attack
94245,normal
11857,normal
34800,attack
59259,attack
73776,normal
99931,attack
74314,normal
60524,normal
40498,attack
86613,attack
5270,normal
2613,normal
20067,normal
81029,normal
50201,normal
115495,attack
122006,normal
116342,normal
5118,normal
41831,attack
10962,attack
68843,normal
99037,normal
25414,normal
117544,normal
108075,normal
108580,normal
57103,normal
37083,normal
100411,normal
57961,normal
76166,normal
35661,normal
70864,normal
76458,normal
57018,normal
104374,normal
47966,normal
59372,normal
14468,attack
106937,attack
47550,normal
120680,normal
45229,attack
115218,attack
34510,normal
112899,normal
65402,normal
45894,normal
93348,attack
3192,attack
44392,normal
103896,attack
97693,normal
21207,normal
118902,normal
43642,normal
32090,attack
98146,normal
80825,normal
98406,attack
17444,normal
18522,normal
93518,normal
107681,attack
23489,attack
7323,normal
64130,normal
43060,normal
24348,normal
66909,attack
125483,normal
